Country,State,State lgd code,Year,Gender,Age group,Type of area,Worker Population Ratio (WPR)_avg,Worker Population Ratio (WPR)_max,Worker Population Ratio (WPR)_min,Worker Population Ratio (WPR)_sum,Worker Population Ratio (WPR)_count,Worker Population Ratio (WPR)_stddev,Worker Population Ratio (WPR)_LandAreaWeight,Worker Population Ratio (WPR)_TotalPopulationWeight,Worker Population Ratio (WPR)_NumberOfHouseholdsWeight,Worker Population Ratio (WPR)_TotalPopulationMaleWeight,Worker Population Ratio (WPR)_TotalPopulationFemaleWeight
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Rural,49.0,49.0,49.0,49.0,1,,,49.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Total,49.8,49.8,49.8,49.8,1,,,49.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Urban,51.0,51.0,51.0,51.0,1,,,51.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Rural,74.2,74.2,74.2,74.2,1,,,74.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Total,74.6,74.6,74.6,74.6,1,,,74.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Urban,75.2,75.2,75.2,75.2,1,,,75.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Rural,69.1,69.1,69.1,69.1,1,,,69.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Total,69.0,69.0,69.0,69.0,1,,,69.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Urban,68.9,68.9,68.9,68.9,1,,,68.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,all years,Rural,50.1,50.1,50.1,50.1,1,,,50.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,all years,Total,51.0,51.0,51.0,51.0,1,,,51.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Male,all years,Urban,52.5,52.5,52.5,52.5,1,,,52.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Rural,28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Total,30.3,30.3,30.3,30.3,1,,30.3,30.3,30.3,30.3,30.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Urban,34.7,34.7,34.7,34.7,1,,34.7,34.7,34.7,34.7,34.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Rural,45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Total,47.3,47.3,47.3,47.3,1,,47.3,47.3,47.3,47.3,47.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Urban,50.7,50.7,50.7,50.7,1,,50.7,50.7,50.7,50.7,50.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Rural,41.4,41.4,41.4,41.4,1,,41.4,41.4,41.4,41.4,41.4
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Total,42.9,42.9,42.9,42.9,1,,42.9,42.9,42.9,42.9,42.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Urban,45.5,45.5,45.5,45.5,1,,45.5,45.5,45.5,45.5,45.5
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Rural,30.7,30.7,30.7,30.7,1,,30.7,30.7,30.7,30.7,30.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Total,73.8,73.8,73.8,73.8,1,,,73.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Total,32.1,32.1,32.1,32.1,1,,32.1,32.1,32.1,32.1,32.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Urban,34.8,34.8,34.8,34.8,1,,34.8,34.8,34.8,34.8,34.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Rural,9.2,9.2,9.2,9.2,1,,,9.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Total,9.0,9.0,9.0,9.0,1,,,9.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Urban,8.8,8.8,8.8,8.8,1,,,8.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Rural,20.9,20.9,20.9,20.9,1,,,20.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Total,20.5,20.5,20.5,20.5,1,,,20.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Urban,19.7,19.7,19.7,19.7,1,,,19.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Rural,18.7,18.7,18.7,18.7,1,,,18.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Total,18.1,18.1,18.1,18.1,1,,,18.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Urban,16.9,16.9,16.9,16.9,1,,,16.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,all years,Rural,14.3,14.3,14.3,14.3,1,,,14.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,all years,Total,13.8,13.8,13.8,13.8,1,,,13.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Female,all years,Urban,12.8,12.8,12.8,12.8,1,,,12.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Rural,53.0,53.0,53.0,53.0,1,,,53.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Total,50.3,50.3,50.3,50.3,1,,,50.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Urban,44.2,44.2,44.2,44.2,1,,,44.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Rural,74.6,74.6,74.6,74.6,1,,,74.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Urban,72.3,72.3,72.3,72.3,1,,,72.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Rural,68.9,68.9,68.9,68.9,1,,,68.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Total,67.7,67.7,67.7,67.7,1,,,67.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Urban,65.2,65.2,65.2,65.2,1,,,65.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,all years,Rural,50.5,50.5,50.5,50.5,1,,,50.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,all years,Total,50.4,50.4,50.4,50.4,1,,,50.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Male,all years,Urban,50.1,50.1,50.1,50.1,1,,,50.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Rural,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Total,31.6,31.6,31.6,31.6,1,,31.6,31.6,31.6,31.6,31.6
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Urban,28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Rural,49.1,49.1,49.1,49.1,1,,49.1,49.1,49.1,49.1,49.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Total,48.5,48.5,48.5,48.5,1,,48.5,48.5,48.5,48.5,48.5
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Urban,47.2,47.2,47.2,47.2,1,,47.2,47.2,47.2,47.2,47.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Rural,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Total,44.0,44.0,44.0,44.0,1,,44.0,44.0,44.0,44.0,44.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Urban,42.1,42.1,42.1,42.1,1,,42.1,42.1,42.1,42.1,42.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Rural,33.6,33.6,33.6,33.6,1,,33.6,33.6,33.6,33.6,33.6
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Total,69.8,69.8,69.8,69.8,1,,,69.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Total,33.1,33.1,33.1,33.1,1,,33.1,33.1,33.1,33.1,33.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Urban,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Rural,8.3,8.3,8.3,8.3,1,,,8.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Total,9.2,9.2,9.2,9.2,1,,,9.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Urban,11.0,11.0,11.0,11.0,1,,,11.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Rural,19.1,19.1,19.1,19.1,1,,,19.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Total,19.3,19.3,19.3,19.3,1,,,19.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Urban,19.8,19.8,19.8,19.8,1,,,19.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Rural,17.1,17.1,17.1,17.1,1,,,17.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Total,17.4,17.4,17.4,17.4,1,,,17.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Urban,17.9,17.9,17.9,17.9,1,,,17.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,all years,Rural,13.0,13.0,13.0,13.0,1,,,13.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,all years,Total,13.3,13.3,13.3,13.3,1,,,13.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Female,all years,Urban,13.8,13.8,13.8,13.8,1,,,13.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Rural,43.8,43.8,43.8,43.8,1,,,43.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Total,44.3,44.3,44.3,44.3,1,,,44.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Urban,45.3,45.3,45.3,45.3,1,,,45.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Rural,69.3,69.3,69.3,69.3,1,,,69.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Urban,70.6,70.6,70.6,70.6,1,,,70.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Rural,65.1,65.1,65.1,65.1,1,,,65.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Total,65.0,65.0,65.0,65.0,1,,,65.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Urban,65.0,65.0,65.0,65.0,1,,,65.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,all years,Rural,48.6,48.6,48.6,48.6,1,,,48.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,all years,Total,49.1,49.1,49.1,49.1,1,,,49.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Male,all years,Urban,50.0,50.0,50.0,50.0,1,,,50.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Rural,28.1,28.1,28.1,28.1,1,,28.1,28.1,28.1,28.1,28.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Total,28.7,28.7,28.7,28.7,1,,28.7,28.7,28.7,28.7,28.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Urban,30.0,30.0,30.0,30.0,1,,30.0,30.0,30.0,30.0,30.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Rural,46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Total,46.2,46.2,46.2,46.2,1,,46.2,46.2,46.2,46.2,46.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Urban,46.7,46.7,46.7,46.7,1,,46.7,46.7,46.7,46.7,46.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Rural,42.3,42.3,42.3,42.3,1,,42.3,42.3,42.3,42.3,42.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Total,42.5,42.5,42.5,42.5,1,,42.5,42.5,42.5,42.5,42.5
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Urban,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Rural,31.9,31.9,31.9,31.9,1,,31.9,31.9,31.9,31.9,31.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Total,32.3,32.3,32.3,32.3,1,,32.3,32.3,32.3,32.3,32.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Urban,33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Rural,8.4,8.4,8.4,8.4,1,,,8.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Total,9.8,9.8,9.8,9.8,1,,,9.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Urban,12.9,12.9,12.9,12.9,1,,,12.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Rural,23.2,23.2,23.2,23.2,1,,,23.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Total,22.3,22.3,22.3,22.3,1,,,22.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Urban,20.6,20.6,20.6,20.6,1,,,20.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Rural,20.5,20.5,20.5,20.5,1,,,20.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Total,19.7,19.7,19.7,19.7,1,,,19.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Urban,18.2,18.2,18.2,18.2,1,,,18.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,all years,Rural,15.6,15.6,15.6,15.6,1,,,15.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,all years,Total,15.2,15.2,15.2,15.2,1,,,15.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Female,all years,Urban,14.3,14.3,14.3,14.3,1,,,14.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Rural,49.4,49.4,49.4,49.4,1,,,49.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Total,47.9,47.9,47.9,47.9,1,,,47.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Urban,44.8,44.8,44.8,44.8,1,,,44.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Rural,73.4,73.4,73.4,73.4,1,,,73.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Total,73.7,73.7,73.7,73.7,1,,,73.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Urban,74.1,74.1,74.1,74.1,1,,,74.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Rural,68.1,68.1,68.1,68.1,1,,,68.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Total,68.2,68.2,68.2,68.2,1,,,68.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Urban,68.4,68.4,68.4,68.4,1,,,68.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,all years,Rural,50.1,50.1,50.1,50.1,1,,,50.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,all years,Total,51.3,51.3,51.3,51.3,1,,,51.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Male,all years,Urban,53.4,53.4,53.4,53.4,1,,,53.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Rural,30.6,30.6,30.6,30.6,1,,30.6,30.6,30.6,30.6,30.6
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Total,30.8,30.8,30.8,30.8,1,,30.8,30.8,30.8,30.8,30.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Urban,31.2,31.2,31.2,31.2,1,,31.2,31.2,31.2,31.2,31.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Rural,49.2,49.2,49.2,49.2,1,,49.2,49.2,49.2,49.2,49.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Total,49.4,49.4,49.4,49.4,1,,49.4,49.4,49.4,49.4,49.4
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Urban,49.9,49.9,49.9,49.9,1,,49.9,49.9,49.9,49.9,49.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Rural,44.7,44.7,44.7,44.7,1,,44.7,44.7,44.7,44.7,44.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Total,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Urban,45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Rural,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Total,34.1,34.1,34.1,34.1,1,,34.1,34.1,34.1,34.1,34.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Urban,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Rural,12.1,12.1,12.1,12.1,1,,,12.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Total,13.4,13.4,13.4,13.4,1,,,13.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Urban,15.4,15.4,15.4,15.4,1,,,15.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Rural,29.8,29.8,29.8,29.8,1,,,29.8,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Total,27.1,27.1,27.1,27.1,1,,,27.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Urban,23.0,23.0,23.0,23.0,1,,,23.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Rural,25.9,25.9,25.9,25.9,1,,,25.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Total,23.6,23.6,23.6,23.6,1,,,23.6,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Urban,20.1,20.1,20.1,20.1,1,,,20.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,all years,Rural,19.9,19.9,19.9,19.9,1,,,19.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,all years,Total,18.4,18.4,18.4,18.4,1,,,18.4,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Female,all years,Urban,16.1,16.1,16.1,16.1,1,,,16.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Rural,50.0,50.0,50.0,50.0,1,,,50.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Total,51.5,51.5,51.5,51.5,1,,,51.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Urban,53.7,53.7,53.7,53.7,1,,,53.7,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Rural,75.2,75.2,75.2,75.2,1,,,75.2,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Total,76.1,76.1,76.1,76.1,1,,,76.1,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Urban,77.5,77.5,77.5,77.5,1,,,77.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Rural,69.3,69.3,69.3,69.3,1,,,69.3,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Total,69.9,69.9,69.9,69.9,1,,,69.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Urban,70.9,70.9,70.9,70.9,1,,,70.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,all years,Rural,50.0,50.0,50.0,50.0,1,,,50.0,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,all years,Total,51.5,51.5,51.5,51.5,1,,,51.5,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Male,all years,Urban,53.9,53.9,53.9,53.9,1,,,53.9,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Rural,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Total,34.6,34.6,34.6,34.6,1,,34.6,34.6,34.6,34.6,34.6
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Urban,36.8,36.8,36.8,36.8,1,,36.8,36.8,36.8,36.8,36.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Rural,53.9,53.9,53.9,53.9,1,,53.9,53.9,53.9,53.9,53.9
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Total,53.1,53.1,53.1,53.1,1,,53.1,53.1,53.1,53.1,53.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Urban,51.8,51.8,51.8,51.8,1,,51.8,51.8,51.8,51.8,51.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Rural,48.5,48.5,48.5,48.5,1,,48.5,48.5,48.5,48.5,48.5
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Total,47.8,47.8,47.8,47.8,1,,47.8,47.8,47.8,47.8,47.8
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Urban,46.7,46.7,46.7,46.7,1,,46.7,46.7,46.7,46.7,46.7
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Rural,36.0,36.0,36.0,36.0,1,,36.0,36.0,36.0,36.0,36.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Total,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Haryana,6,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Urban,36.4,36.4,36.4,36.4,1,,36.4,36.4,36.4,36.4,36.4
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Rural,0.6,0.6,0.6,0.6,1,,,0.6,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Total,9.5,9.5,9.5,9.5,1,,,9.5,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Urban,9.7,9.7,9.7,9.7,1,,,9.7,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Rural,3.4,3.4,3.4,3.4,1,,,3.4,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Total,13.5,13.5,13.5,13.5,1,,,13.5,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Urban,13.7,13.7,13.7,13.7,1,,,13.7,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Rural,3.1,3.1,3.1,3.1,1,,,3.1,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Total,12.8,12.8,12.8,12.8,1,,,12.8,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Urban,13.0,13.0,13.0,13.0,1,,,13.0,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,all years,Rural,2.2,2.2,2.2,2.2,1,,,2.2,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,all years,Total,9.9,9.9,9.9,9.9,1,,,9.9,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Female,all years,Urban,10.1,10.1,10.1,10.1,1,,,10.1,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Rural,54.0,54.0,54.0,54.0,1,,,54.0,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,46.6,46.6,46.6,46.6,1,,,46.6,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Urban,46.4,46.4,46.4,46.4,1,,,46.4,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Rural,78.6,78.6,78.6,78.6,1,,,78.6,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Total,71.6,71.6,71.6,71.6,1,,,71.6,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Urban,71.4,71.4,71.4,71.4,1,,,71.4,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Rural,78.3,78.3,78.3,78.3,1,,,78.3,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Total,68.1,68.1,68.1,68.1,1,,,68.1,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Urban,67.8,67.8,67.8,67.8,1,,,67.8,,,
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Male,all years,Rural,45.2,45.2,45.2,45.2,1,,,45.2,,,
