Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,All self employed,65.6,65.6,65.6,65.6,1,,65.6,65.6,65.6,65.6,65.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Regular wage/salary,28.3,28.3,28.3,28.3,1,,28.3,28.3,28.3,28.3,28.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Self-Employed helper in hoursehold enterprise,21.8,21.8,21.8,21.8,1,,21.8,21.8,21.8,21.8,21.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,"Self-Employed own account worker, employer",43.8,43.8,43.8,43.8,1,,43.8,43.8,43.8,43.8,43.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,All self employed,69.4,69.4,69.4,69.4,1,,69.4,69.4,69.4,69.4,69.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Casual labour,1.9,1.9,1.9,1.9,1,,1.9,1.9,1.9,1.9,1.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Regular wage/salary,28.7,28.7,28.7,28.7,1,,28.7,28.7,28.7,28.7,28.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,"Self-Employed own account worker, employer",36.0,36.0,36.0,36.0,1,,36.0,36.0,36.0,36.0,36.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,All self employed,54.2,54.2,54.2,54.2,1,,54.2,54.2,54.2,54.2,54.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Casual labour,9.7,9.7,9.7,9.7,1,,9.7,9.7,9.7,9.7,9.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Regular wage/salary,36.2,36.2,36.2,36.2,1,,36.2,36.2,36.2,36.2,36.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,9.6,9.6,9.6,9.6,1,,9.6,9.6,9.6,9.6,9.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,"Self-Employed own account worker, employer",44.5,44.5,44.5,44.5,1,,44.5,44.5,44.5,44.5,44.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,All self employed,60.5,60.5,60.5,60.5,1,,60.5,60.5,60.5,60.5,60.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Casual labour,6.4,6.4,6.4,6.4,1,,6.4,6.4,6.4,6.4,6.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Regular wage/salary,33.1,33.1,33.1,33.1,1,,33.1,33.1,33.1,33.1,33.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,"Self-Employed own account worker, employer",41.0,41.0,41.0,41.0,1,,41.0,41.0,41.0,41.0,41.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Female,All self employed,46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Casual labour,5.1,5.1,5.1,5.1,1,,5.1,5.1,5.1,5.1,5.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Regular wage/salary,48.9,48.9,48.9,48.9,1,,48.9,48.9,48.9,48.9,48.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Self-Employed helper in hoursehold enterprise,25.5,25.5,25.5,25.5,1,,25.5,25.5,25.5,25.5,25.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Female,"Self-Employed own account worker, employer",20.5,20.5,20.5,20.5,1,,20.5,20.5,20.5,20.5,20.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Male,All self employed,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Casual labour,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Regular wage/salary,49.5,49.5,49.5,49.5,1,,49.5,49.5,49.5,49.5,49.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Self-Employed helper in hoursehold enterprise,5.8,5.8,5.8,5.8,1,,5.8,5.8,5.8,5.8,5.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Male,"Self-Employed own account worker, employer",35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,All self employed,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Casual labour,7.9,7.9,7.9,7.9,1,,7.9,7.9,7.9,7.9,7.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Regular wage/salary,49.3,49.3,49.3,49.3,1,,49.3,49.3,49.3,49.3,49.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Self-Employed helper in hoursehold enterprise,11.4,11.4,11.4,11.4,1,,11.4,11.4,11.4,11.4,11.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,"Self-Employed own account worker, employer",31.4,31.4,31.4,31.4,1,,31.4,31.4,31.4,31.4,31.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Female,All self employed,66.9,66.9,66.9,66.9,1,,66.9,66.9,66.9,66.9,66.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Casual labour,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Regular wage/salary,31.0,31.0,31.0,31.0,1,,31.0,31.0,31.0,31.0,31.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Self-Employed helper in hoursehold enterprise,38.5,38.5,38.5,38.5,1,,38.5,38.5,38.5,38.5,38.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Female,"Self-Employed own account worker, employer",28.3,28.3,28.3,28.3,1,,28.3,28.3,28.3,28.3,28.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Male,All self employed,53.7,53.7,53.7,53.7,1,,53.7,53.7,53.7,53.7,53.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Casual labour,8.7,8.7,8.7,8.7,1,,8.7,8.7,8.7,8.7,8.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Regular wage/salary,37.6,37.6,37.6,37.6,1,,37.6,37.6,37.6,37.6,37.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Self-Employed helper in hoursehold enterprise,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Male,"Self-Employed own account worker, employer",46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,All self employed,59.2,59.2,59.2,59.2,1,,59.2,59.2,59.2,59.2,59.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Regular wage/salary,34.8,34.8,34.8,34.8,1,,34.8,34.8,34.8,34.8,34.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Self-Employed helper in hoursehold enterprise,20.3,20.3,20.3,20.3,1,,20.3,20.3,20.3,20.3,20.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,"Self-Employed own account worker, employer",38.9,38.9,38.9,38.9,1,,38.9,38.9,38.9,38.9,38.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,All self employed,63.7,63.7,63.7,63.7,1,,63.7,63.7,63.7,63.7,63.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Casual labour,2.9,2.9,2.9,2.9,1,,2.9,2.9,2.9,2.9,2.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Regular wage/salary,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,36.3,36.3,36.3,36.3,1,,36.3,36.3,36.3,36.3,36.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,"Self-Employed own account worker, employer",27.4,27.4,27.4,27.4,1,,27.4,27.4,27.4,27.4,27.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,All self employed,49.8,49.8,49.8,49.8,1,,49.8,49.8,49.8,49.8,49.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Casual labour,9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Regular wage/salary,40.7,40.7,40.7,40.7,1,,40.7,40.7,40.7,40.7,40.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,6.3,6.3,6.3,6.3,1,,6.3,6.3,6.3,6.3,6.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,"Self-Employed own account worker, employer",43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,All self employed,55.2,55.2,55.2,55.2,1,,55.2,55.2,55.2,55.2,55.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Casual labour,6.9,6.9,6.9,6.9,1,,6.9,6.9,6.9,6.9,6.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Regular wage/salary,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,18.1,18.1,18.1,18.1,1,,18.1,18.1,18.1,18.1,18.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,"Self-Employed own account worker, employer",37.2,37.2,37.2,37.2,1,,37.2,37.2,37.2,37.2,37.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Female,All self employed,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Casual labour,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Regular wage/salary,51.8,51.8,51.8,51.8,1,,51.8,51.8,51.8,51.8,51.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Self-Employed helper in hoursehold enterprise,19.1,19.1,19.1,19.1,1,,19.1,19.1,19.1,19.1,19.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Female,"Self-Employed own account worker, employer",20.0,20.0,20.0,20.0,1,,20.0,20.0,20.0,20.0,20.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Male,All self employed,34.0,34.0,34.0,34.0,1,,34.0,34.0,34.0,34.0,34.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Casual labour,12.4,12.4,12.4,12.4,1,,12.4,12.4,12.4,12.4,12.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Regular wage/salary,53.6,53.6,53.6,53.6,1,,53.6,53.6,53.6,53.6,53.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Self-Employed helper in hoursehold enterprise,2.3,2.3,2.3,2.3,1,,2.3,2.3,2.3,2.3,2.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Male,"Self-Employed own account worker, employer",31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,All self employed,35.4,35.4,35.4,35.4,1,,35.4,35.4,35.4,35.4,35.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Casual labour,11.5,11.5,11.5,11.5,1,,11.5,11.5,11.5,11.5,11.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Regular wage/salary,53.1,53.1,53.1,53.1,1,,53.1,53.1,53.1,53.1,53.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.9,6.9,6.9,6.9,1,,6.9,6.9,6.9,6.9,6.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,"Self-Employed own account worker, employer",28.5,28.5,28.5,28.5,1,,28.5,28.5,28.5,28.5,28.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Female,All self employed,81.4,81.4,81.4,81.4,1,,81.4,81.4,81.4,81.4,81.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Casual labour,1.2,1.2,1.2,1.2,1,,1.2,1.2,1.2,1.2,1.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Regular wage/salary,17.5,17.5,17.5,17.5,1,,17.5,17.5,17.5,17.5,17.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Self-Employed helper in hoursehold enterprise,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Female,"Self-Employed own account worker, employer",35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Male,All self employed,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Casual labour,12.9,12.9,12.9,12.9,1,,12.9,12.9,12.9,12.9,12.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Regular wage/salary,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Self-Employed helper in hoursehold enterprise,8.9,8.9,8.9,8.9,1,,8.9,8.9,8.9,8.9,8.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Male,"Self-Employed own account worker, employer",44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,All self employed,66.6,66.6,66.6,66.6,1,,66.6,66.6,66.6,66.6,66.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Casual labour,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Regular wage/salary,25.9,25.9,25.9,25.9,1,,25.9,25.9,25.9,25.9,25.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Self-Employed helper in hoursehold enterprise,26.2,26.2,26.2,26.2,1,,26.2,26.2,26.2,26.2,26.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,"Self-Employed own account worker, employer",40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,All self employed,76.3,76.3,76.3,76.3,1,,76.3,76.3,76.3,76.3,76.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Casual labour,1.6,1.6,1.6,1.6,1,,1.6,1.6,1.6,1.6,1.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Regular wage/salary,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,"Self-Employed own account worker, employer",32.8,32.8,32.8,32.8,1,,32.8,32.8,32.8,32.8,32.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,All self employed,51.1,51.1,51.1,51.1,1,,51.1,51.1,51.1,51.1,51.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Casual labour,12.9,12.9,12.9,12.9,1,,12.9,12.9,12.9,12.9,12.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Regular wage/salary,36.0,36.0,36.0,36.0,1,,36.0,36.0,36.0,36.0,36.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,7.4,7.4,7.4,7.4,1,,7.4,7.4,7.4,7.4,7.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,"Self-Employed own account worker, employer",43.7,43.7,43.7,43.7,1,,43.7,43.7,43.7,43.7,43.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,All self employed,61.9,61.9,61.9,61.9,1,,61.9,61.9,61.9,61.9,61.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Casual labour,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Regular wage/salary,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,22.8,22.8,22.8,22.8,1,,22.8,22.8,22.8,22.8,22.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,"Self-Employed own account worker, employer",39.0,39.0,39.0,39.0,1,,39.0,39.0,39.0,39.0,39.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Female,All self employed,26.3,26.3,26.3,26.3,1,,26.3,26.3,26.3,26.3,26.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Regular wage/salary,67.7,67.7,67.7,67.7,1,,67.7,67.7,67.7,67.7,67.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Self-Employed helper in hoursehold enterprise,16.6,16.6,16.6,16.6,1,,16.6,16.6,16.6,16.6,16.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Female,"Self-Employed own account worker, employer",9.6,9.6,9.6,9.6,1,,9.6,9.6,9.6,9.6,9.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Male,All self employed,40.9,40.9,40.9,40.9,1,,40.9,40.9,40.9,40.9,40.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Casual labour,12.8,12.8,12.8,12.8,1,,12.8,12.8,12.8,12.8,12.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Regular wage/salary,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Self-Employed helper in hoursehold enterprise,1.5,1.5,1.5,1.5,1,,1.5,1.5,1.5,1.5,1.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Male,"Self-Employed own account worker, employer",39.4,39.4,39.4,39.4,1,,39.4,39.4,39.4,39.4,39.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,All self employed,37.3,37.3,37.3,37.3,1,,37.3,37.3,37.3,37.3,37.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Casual labour,11.1,11.1,11.1,11.1,1,,11.1,11.1,11.1,11.1,11.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Regular wage/salary,51.6,51.6,51.6,51.6,1,,51.6,51.6,51.6,51.6,51.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Self-Employed helper in hoursehold enterprise,5.3,5.3,5.3,5.3,1,,5.3,5.3,5.3,5.3,5.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,"Self-Employed own account worker, employer",32.0,32.0,32.0,32.0,1,,32.0,32.0,32.0,32.0,32.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Female,All self employed,76.1,76.1,76.1,76.1,1,,76.1,76.1,76.1,76.1,76.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Casual labour,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Regular wage/salary,22.5,22.5,22.5,22.5,1,,22.5,22.5,22.5,22.5,22.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Self-Employed helper in hoursehold enterprise,39.4,39.4,39.4,39.4,1,,39.4,39.4,39.4,39.4,39.4
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Female,"Self-Employed own account worker, employer",36.8,36.8,36.8,36.8,1,,36.8,36.8,36.8,36.8,36.8
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Male,All self employed,55.9,55.9,55.9,55.9,1,,55.9,55.9,55.9,55.9,55.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Casual labour,12.2,12.2,12.2,12.2,1,,12.2,12.2,12.2,12.2,12.2
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Regular wage/salary,31.9,31.9,31.9,31.9,1,,31.9,31.9,31.9,31.9,31.9
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Self-Employed helper in hoursehold enterprise,8.3,8.3,8.3,8.3,1,,8.3,8.3,8.3,8.3,8.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Male,"Self-Employed own account worker, employer",47.6,47.6,47.6,47.6,1,,47.6,47.6,47.6,47.6,47.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,All self employed,65.3,65.3,65.3,65.3,1,,65.3,65.3,65.3,65.3,65.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Casual labour,7.1,7.1,7.1,7.1,1,,7.1,7.1,7.1,7.1,7.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Regular wage/salary,27.6,27.6,27.6,27.6,1,,27.6,27.6,27.6,27.6,27.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Self-Employed helper in hoursehold enterprise,22.7,22.7,22.7,22.7,1,,22.7,22.7,22.7,22.7,22.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,"Self-Employed own account worker, employer",42.6,42.6,42.6,42.6,1,,42.6,42.6,42.6,42.6,42.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,All self employed,73.1,73.1,73.1,73.1,1,,73.1,73.1,73.1,73.1,73.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Casual labour,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Regular wage/salary,25.7,25.7,25.7,25.7,1,,25.7,25.7,25.7,25.7,25.7
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,"Self-Employed own account worker, employer",35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,All self employed,52.6,52.6,52.6,52.6,1,,52.6,52.6,52.6,52.6,52.6
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Casual labour,12.1,12.1,12.1,12.1,1,,12.1,12.1,12.1,12.1,12.1
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Regular wage/salary,35.3,35.3,35.3,35.3,1,,35.3,35.3,35.3,35.3,35.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,"Self-Employed own account worker, employer",45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,All self employed,61.3,61.3,61.3,61.3,1,,61.3,61.3,61.3,61.3,61.3
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Casual labour,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Persons,Regular wage/salary,31.2,31.2,31.2,31.2,1,,31.2,31.2,31.2,31.2,31.2
