Country,Year,Type of industry of work,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Female,Casual labour,0.8,0.8,0.8,0.8,1,,0.8,0.8,0.8,0.8,0.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Female,Regular wage/salary,14.2,14.2,14.2,14.2,1,,14.2,14.2,14.2,14.2,14.2
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Female,Self-Employed helper in hoursehold enterprise,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Female,"Self-Employed own account worker, employer",50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Male,All self employed,77.5,77.5,77.5,77.5,1,,77.5,77.5,77.5,77.5,77.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Male,Casual labour,3.6,3.6,3.6,3.6,1,,3.6,3.6,3.6,3.6,3.6
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Male,Regular wage/salary,18.8,18.8,18.8,18.8,1,,18.8,18.8,18.8,18.8,18.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Male,Self-Employed helper in hoursehold enterprise,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Male,"Self-Employed own account worker, employer",70.1,70.1,70.1,70.1,1,,70.1,70.1,70.1,70.1,70.1
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Persons,All self employed,78.5,78.5,78.5,78.5,1,,78.5,78.5,78.5,78.5,78.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Persons,Casual labour,3.3,3.3,3.3,3.3,1,,3.3,3.3,3.3,3.3,3.3
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Persons,Regular wage/salary,18.3,18.3,18.3,18.3,1,,18.3,18.3,18.3,18.3,18.3
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Persons,Self-Employed helper in hoursehold enterprise,11.0,11.0,11.0,11.0,1,,11.0,11.0,11.0,11.0,11.0
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural,Persons,"Self-Employed own account worker, employer",67.5,67.5,67.5,67.5,1,,67.5,67.5,67.5,67.5,67.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Female,All self employed,74.0,74.0,74.0,74.0,1,,74.0,74.0,74.0,74.0,74.0
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Female,Casual labour,2.5,2.5,2.5,2.5,1,,2.5,2.5,2.5,2.5,2.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Female,Regular wage/salary,23.5,23.5,23.5,23.5,1,,23.5,23.5,23.5,23.5,23.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,27.5,27.5,27.5,27.5,1,,27.5,27.5,27.5,27.5,27.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Female,"Self-Employed own account worker, employer",46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Male,All self employed,69.7,69.7,69.7,69.7,1,,69.7,69.7,69.7,69.7,69.7
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Male,Casual labour,3.8,3.8,3.8,3.8,1,,3.8,3.8,3.8,3.8,3.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Male,Regular wage/salary,26.5,26.5,26.5,26.5,1,,26.5,26.5,26.5,26.5,26.5
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,7.7,7.7,7.7,7.7,1,,7.7,7.7,7.7,7.7,7.7
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Male,"Self-Employed own account worker, employer",62.0,62.0,62.0,62.0,1,,62.0,62.0,62.0,62.0,62.0
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Persons,All self employed,70.2,70.2,70.2,70.2,1,,70.2,70.2,70.2,70.2,70.2
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Persons,Casual labour,3.6,3.6,3.6,3.6,1,,3.6,3.6,3.6,3.6,3.6
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Persons,Regular wage/salary,26.2,26.2,26.2,26.2,1,,26.2,26.2,26.2,26.2,26.2
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,10.1,10.1,10.1,10.1,1,,10.1,10.1,10.1,10.1,10.1
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Rural+Urban,Persons,"Self-Employed own account worker, employer",60.1,60.1,60.1,60.1,1,,60.1,60.1,60.1,60.1,60.1
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Female,All self employed,62.9,62.9,62.9,62.9,1,,62.9,62.9,62.9,62.9,62.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Female,Casual labour,4.2,4.2,4.2,4.2,1,,4.2,4.2,4.2,4.2,4.2
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Female,Regular wage/salary,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Female,Self-Employed helper in hoursehold enterprise,20.1,20.1,20.1,20.1,1,,20.1,20.1,20.1,20.1,20.1
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Female,"Self-Employed own account worker, employer",42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Male,All self employed,62.8,62.8,62.8,62.8,1,,62.8,62.8,62.8,62.8,62.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Male,Casual labour,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Male,Regular wage/salary,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Male,Self-Employed helper in hoursehold enterprise,7.9,7.9,7.9,7.9,1,,7.9,7.9,7.9,7.9,7.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Male,"Self-Employed own account worker, employer",54.9,54.9,54.9,54.9,1,,54.9,54.9,54.9,54.9,54.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Persons,All self employed,62.8,62.8,62.8,62.8,1,,62.8,62.8,62.8,62.8,62.8
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Persons,Casual labour,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Persons,Regular wage/salary,33.3,33.3,33.3,33.3,1,,33.3,33.3,33.3,33.3,33.3
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Persons,Self-Employed helper in hoursehold enterprise,9.3,9.3,9.3,9.3,1,,9.3,9.3,9.3,9.3,9.3
India,"Agriculture Year (Jul - Jun), 2018",45-47 (trade),Urban,Persons,"Self-Employed own account worker, employer",53.5,53.5,53.5,53.5,1,,53.5,53.5,53.5,53.5,53.5
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Female,All self employed,32.8,32.8,32.8,32.8,1,,32.8,32.8,32.8,32.8,32.8
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Female,Casual labour,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Female,Regular wage/salary,65.0,65.0,65.0,65.0,1,,65.0,65.0,65.0,65.0,65.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Female,Self-Employed helper in hoursehold enterprise,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Female,"Self-Employed own account worker, employer",19.8,19.8,19.8,19.8,1,,19.8,19.8,19.8,19.8,19.8
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Male,All self employed,52.1,52.1,52.1,52.1,1,,52.1,52.1,52.1,52.1,52.1
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Male,Casual labour,7.1,7.1,7.1,7.1,1,,7.1,7.1,7.1,7.1,7.1
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Male,Regular wage/salary,40.7,40.7,40.7,40.7,1,,40.7,40.7,40.7,40.7,40.7
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Male,Self-Employed helper in hoursehold enterprise,3.8,3.8,3.8,3.8,1,,3.8,3.8,3.8,3.8,3.8
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Male,"Self-Employed own account worker, employer",48.3,48.3,48.3,48.3,1,,48.3,48.3,48.3,48.3,48.3
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Persons,All self employed,48.8,48.8,48.8,48.8,1,,48.8,48.8,48.8,48.8,48.8
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Persons,Casual labour,6.3,6.3,6.3,6.3,1,,6.3,6.3,6.3,6.3,6.3
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Persons,Regular wage/salary,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Persons,Self-Employed helper in hoursehold enterprise,5.4,5.4,5.4,5.4,1,,5.4,5.4,5.4,5.4,5.4
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural,Persons,"Self-Employed own account worker, employer",43.4,43.4,43.4,43.4,1,,43.4,43.4,43.4,43.4,43.4
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Female,All self employed,26.3,26.3,26.3,26.3,1,,26.3,26.3,26.3,26.3,26.3
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Female,Casual labour,2.9,2.9,2.9,2.9,1,,2.9,2.9,2.9,2.9,2.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Female,Regular wage/salary,70.9,70.9,70.9,70.9,1,,70.9,70.9,70.9,70.9,70.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Female,"Self-Employed own account worker, employer",17.2,17.2,17.2,17.2,1,,17.2,17.2,17.2,17.2,17.2
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Male,All self employed,47.1,47.1,47.1,47.1,1,,47.1,47.1,47.1,47.1,47.1
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Male,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Male,Regular wage/salary,46.9,46.9,46.9,46.9,1,,46.9,46.9,46.9,46.9,46.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Male,"Self-Employed own account worker, employer",43.2,43.2,43.2,43.2,1,,43.2,43.2,43.2,43.2,43.2
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Persons,All self employed,43.0,43.0,43.0,43.0,1,,43.0,43.0,43.0,43.0,43.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Persons,Casual labour,5.4,5.4,5.4,5.4,1,,5.4,5.4,5.4,5.4,5.4
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Persons,Regular wage/salary,51.6,51.6,51.6,51.6,1,,51.6,51.6,51.6,51.6,51.6
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,4.9,4.9,4.9,4.9,1,,4.9,4.9,4.9,4.9,4.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Rural+Urban,Persons,"Self-Employed own account worker, employer",38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Female,All self employed,21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Female,Casual labour,3.4,3.4,3.4,3.4,1,,3.4,3.4,3.4,3.4,3.4
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Female,Regular wage/salary,74.7,74.7,74.7,74.7,1,,74.7,74.7,74.7,74.7,74.7
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Female,Self-Employed helper in hoursehold enterprise,6.4,6.4,6.4,6.4,1,,6.4,6.4,6.4,6.4,6.4
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Female,"Self-Employed own account worker, employer",15.6,15.6,15.6,15.6,1,,15.6,15.6,15.6,15.6,15.6
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Male,All self employed,42.7,42.7,42.7,42.7,1,,42.7,42.7,42.7,42.7,42.7
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Male,Casual labour,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Male,Regular wage/salary,52.3,52.3,52.3,52.3,1,,52.3,52.3,52.3,52.3,52.3
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Male,Self-Employed helper in hoursehold enterprise,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Male,"Self-Employed own account worker, employer",38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Persons,All self employed,38.2,38.2,38.2,38.2,1,,38.2,38.2,38.2,38.2,38.2
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Persons,Casual labour,4.7,4.7,4.7,4.7,1,,4.7,4.7,4.7,4.7,4.7
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Persons,Regular wage/salary,57.1,57.1,57.1,57.1,1,,57.1,57.1,57.1,57.1,57.1
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Persons,Self-Employed helper in hoursehold enterprise,4.5,4.5,4.5,4.5,1,,4.5,4.5,4.5,4.5,4.5
India,"Agriculture Year (Jul - Jun), 2018",45-99 (tertiary),Urban,Persons,"Self-Employed own account worker, employer",33.8,33.8,33.8,33.8,1,,33.8,33.8,33.8,33.8,33.8
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Female,All self employed,11.1,11.1,11.1,11.1,1,,11.1,11.1,11.1,11.1,11.1
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Female,Casual labour,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Female,Regular wage/salary,81.4,81.4,81.4,81.4,1,,81.4,81.4,81.4,81.4,81.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Female,Self-Employed helper in hoursehold enterprise,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Female,"Self-Employed own account worker, employer",11.1,11.1,11.1,11.1,1,,11.1,11.1,11.1,11.1,11.1
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Male,All self employed,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Male,Casual labour,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Male,Regular wage/salary,41.2,41.2,41.2,41.2,1,,41.2,41.2,41.2,41.2,41.2
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Male,Self-Employed helper in hoursehold enterprise,0.5,0.5,0.5,0.5,1,,0.5,0.5,0.5,0.5,0.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Male,"Self-Employed own account worker, employer",42.3,42.3,42.3,42.3,1,,42.3,42.3,42.3,42.3,42.3
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Persons,All self employed,42.6,42.6,42.6,42.6,1,,42.6,42.6,42.6,42.6,42.6
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Persons,Casual labour,15.9,15.9,15.9,15.9,1,,15.9,15.9,15.9,15.9,15.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Persons,Regular wage/salary,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Persons,Self-Employed helper in hoursehold enterprise,0.5,0.5,0.5,0.5,1,,0.5,0.5,0.5,0.5,0.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural,Persons,"Self-Employed own account worker, employer",42.1,42.1,42.1,42.1,1,,42.1,42.1,42.1,42.1,42.1
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Female,All self employed,9.7,9.7,9.7,9.7,1,,9.7,9.7,9.7,9.7,9.7
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Female,Casual labour,9.3,9.3,9.3,9.3,1,,9.3,9.3,9.3,9.3,9.3
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Female,Regular wage/salary,81.0,81.0,81.0,81.0,1,,81.0,81.0,81.0,81.0,81.0
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Female,"Self-Employed own account worker, employer",9.7,9.7,9.7,9.7,1,,9.7,9.7,9.7,9.7,9.7
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Male,All self employed,43.7,43.7,43.7,43.7,1,,43.7,43.7,43.7,43.7,43.7
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Male,Casual labour,13.5,13.5,13.5,13.5,1,,13.5,13.5,13.5,13.5,13.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Male,Regular wage/salary,42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Male,"Self-Employed own account worker, employer",42.8,42.8,42.8,42.8,1,,42.8,42.8,42.8,42.8,42.8
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Persons,All self employed,43.3,43.3,43.3,43.3,1,,43.3,43.3,43.3,43.3,43.3
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Persons,Casual labour,13.4,13.4,13.4,13.4,1,,13.4,13.4,13.4,13.4,13.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Persons,Regular wage/salary,43.3,43.3,43.3,43.3,1,,43.3,43.3,43.3,43.3,43.3
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Rural+Urban,Persons,"Self-Employed own account worker, employer",42.4,42.4,42.4,42.4,1,,42.4,42.4,42.4,42.4,42.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Female,All self employed,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Female,Casual labour,9.9,9.9,9.9,9.9,1,,9.9,9.9,9.9,9.9,9.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Female,Regular wage/salary,80.9,80.9,80.9,80.9,1,,80.9,80.9,80.9,80.9,80.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Female,Self-Employed helper in hoursehold enterprise,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Female,"Self-Employed own account worker, employer",9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Male,All self employed,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Male,Casual labour,10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Male,Regular wage/salary,44.7,44.7,44.7,44.7,1,,44.7,44.7,44.7,44.7,44.7
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Male,Self-Employed helper in hoursehold enterprise,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Male,"Self-Employed own account worker, employer",43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Persons,All self employed,44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Persons,Casual labour,10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Persons,Regular wage/salary,45.5,45.5,45.5,45.5,1,,45.5,45.5,45.5,45.5,45.5
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Persons,Self-Employed helper in hoursehold enterprise,1.4,1.4,1.4,1.4,1,,1.4,1.4,1.4,1.4,1.4
India,"Agriculture Year (Jul - Jun), 2018",49-53 (transport),Urban,Persons,"Self-Employed own account worker, employer",42.7,42.7,42.7,42.7,1,,42.7,42.7,42.7,42.7,42.7
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Female,All self employed,63.2,63.2,63.2,63.2,1,,63.2,63.2,63.2,63.2,63.2
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Female,Casual labour,6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Female,Regular wage/salary,30.6,30.6,30.6,30.6,1,,30.6,30.6,30.6,30.6,30.6
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Female,Self-Employed helper in hoursehold enterprise,38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Female,"Self-Employed own account worker, employer",25.1,25.1,25.1,25.1,1,,25.1,25.1,25.1,25.1,25.1
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Male,All self employed,58.5,58.5,58.5,58.5,1,,58.5,58.5,58.5,58.5,58.5
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Male,Casual labour,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Male,Regular wage/salary,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Male,Self-Employed helper in hoursehold enterprise,5.7,5.7,5.7,5.7,1,,5.7,5.7,5.7,5.7,5.7
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Male,"Self-Employed own account worker, employer",52.8,52.8,52.8,52.8,1,,52.8,52.8,52.8,52.8,52.8
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Persons,All self employed,59.3,59.3,59.3,59.3,1,,59.3,59.3,59.3,59.3,59.3
India,"Agriculture Year (Jul - Jun), 2018",55-56 (accommodation & food services),Rural,Persons,Casual labour,7.8,7.8,7.8,7.8,1,,7.8,7.8,7.8,7.8,7.8
